country,countrycode,year,k,y,k_over_y,rnna,rgdpna,emp,delta,csh_i,hc
Spain,ESP,2020,666842.9110252422,96578.93230290561,6.904641572696077,12976737.0,1879422.25,19.4599609375,0.0368950627744198,0.273001343011856,3.00638508796692
Spain,ESP,2021,656800.0904683714,100324.69311963554,6.546744077105206,13126397.0,2005026.75,19.9853763580322,0.0370894335210323,0.287335246801376,3.02822971343994
Spain,ESP,2022,647451.731458453,103672.16687128617,6.2451837460125095,13295520.0,2128923.75,20.5351524353027,0.0373952947556973,0.287034600973129,3.05045986175537
Spain,ESP,2023,643610.5076954472,104452.5601064694,6.161749477843428,13468885.0,2185886.5,20.927074432373,0.0376107729971409,0.270207703113556,3.07308387756348
Taiwan,TWN,1951,16807.80713684884,3863.3594146955957,4.350567817458209,44700.6015625,10274.6591796875,2.65951418876648,0.0258738771080971,0.136572152376175,1.45118296146393
Taiwan,TWN,1952,16895.35538513345,4205.253454620069,4.017678260645979,46235.4375,11507.9990234375,2.736576795578,0.0261682886630297,0.159682273864746,1.46479260921478
Taiwan,TWN,1953,17290.855064754574,4482.291694258381,3.857592554028423,48607.83984375,12600.5634765625,2.81118774414063,0.0266730356961489,0.15872398018837,1.47852993011475
Taiwan,TWN,1954,17672.28223014059,4775.470011255083,3.700637254236675,51125.69140625,13815.375,2.89298748970032,0.027071014046669,0.152148842811584,1.49239599704742
Taiwan,TWN,1955,17780.630166595332,5000.078361035139,3.5560703018490902,52919.37890625,14881.4208984375,2.97623753547668,0.0273011438548565,0.119612380862236,1.50639224052429
Taiwan,TWN,1956,18087.594478651714,5166.70123368429,3.500801316075663,55312.0078125,15799.8134765625,3.05800795555115,0.0276876017451286,0.136382669210434,1.52202343940735
Taiwan,TWN,1957,18367.87575535089,5436.4391463111115,3.378659313755841,57552.3203125,17034.0703125,3.13331389427185,0.0282850712537766,0.12867134809494,1.53781688213348
Taiwan,TWN,1958,18818.057435391875,5711.082449571064,3.2950071377108596,60436.1328125,18341.73046875,3.21160316467285,0.0290410816669464,0.129321590065956,1.55377423763275
Taiwan,TWN,1959,19494.236417636585,6042.553709470548,3.2261585672102666,64384.875,19957.1328125,3.30276465415955,0.0299395509064198,0.150197759270668,1.56989717483521
Taiwan,TWN,1960,20413.597817349655,6300.643922299538,3.239922469686135,69314.4140625,21393.849609375,3.3955020904541,0.0308884456753731,0.180106431245804,1.5861873626709
